Title,Link,Date,Content,Sentiment,Last_Name,Full_Name,Formatted_Date
PHC invites public complaints against proposed Chief Justice and ambassadors,https://myrepublica.nagariknetwork.com/news/phc-invites-public-complaints-against-proposed-chief-justice-and-ambassadors/,"Published On: 
                                                    September 19, 2024 01:45 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 19: The Parliamentary Hearing Committee (PHC) has called for public complaints against the nomination of Prakash Man Singh Raut as the Chief Justice, along with the proposed ambassadors to Australia and Belgium, Chitra Lekha Yadav and Sewa Lamsal, respectively. During Thursday’s meeting, Committee Chair Ishwari Devi Neupane requested the public to submit any complaints or information through government and electronic media, in line with Section 12 of the Parliamentary Hearing Committee Procedure 2080. The committee is currently reviewing the nominations and will make further decisions based on the hearing process.",Neutral,,,2024-09-19 13:45:00
"Constitution has ended discrimination, oppression: President Paudel",https://myrepublica.nagariknetwork.com/news/constitution-has-ended-discrimination-oppression-president-paudel/,"Published On: 
                                                    September 19, 2024 01:12 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 19: President Ramchandra Paudel has said that the Constitution of Nepal has united ethnically, religiously, culturally and geographically diverse Nepali society into a thread of broader national unity by ending all sorts of discrimination and oppression imposed by the centralized and unitary form of governance. In a message of best wishes today on the occasion of Constitution Day and National Day 2081 BS, the President has expressed confidence that Constitution Day would make the political parties, leadership, government and the entire state machinery more responsible for making it more democratic, just and result-oriented. President Paudel has expected that this day will inspire all to unite to meet the aspirations of the people for lasting peace, good-governance, development and prosperity through the federal democratic republican system. In his message, the President has praised the contributions of political activists, the general public and the leaders of the political parties for their participation and leadership role in the political movements and tough struggles that happened at different times for the establishment of the republic. Likewise, the President has expressed condolence to all known and unknown martyrs for their martyrdom during different movements waged for the cause of the republican system. RSS",Positive,Paudel,Ramchandra Paudel,2024-09-19 13:12:00
Minister Rana urges Canada to establish embassy in Nepal,https://myrepublica.nagariknetwork.com/news/minister-rana-urges-canada-to-establish-embassy-in-nepal/,"Published On: 
                                                    September 19, 2024 12:40 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 19: Minister for Foreign Affairs, Dr Arzu Rana Deuba, has urged the Canadian government to establish an embassy in Nepal. She made this request during a bilateral meeting with Canadian Foreign Minister Mélanie Joly on Wednesday in Ottawa, Canada. “The number of Nepali students going to Canada for studies has been increasing day by day, and the number of Canadian tourists visiting Nepal is also on the rise,” she said. “Similarly, researchers, businesspersons, and other citizens from various sectors of both countries are increasingly exchanging visits. Therefore, it would be appropriate for Canada to establish an embassy in Nepal, and I would like to make this request.” Minister Rana also emphasized the need for Canada to consider establishing its embassy in a democratic country like Nepal, situated between two large Asian nations, during her discussion with Foreign Minister Joly. The meeting covered various aspects of Nepal-Canada relations, mutual interests, and concerns, as well as topics such as economic investment and partnership. During the conversation, both ministers highlighted the cordial relations between the two countries since the establishment of diplomatic ties in 1965. Nepal and Canada will be celebrating the 60th anniversary of their diplomatic relationship next year. Minister Rana also appreciated Canada's support in Nepal's democratic process and the drafting of the current Constitution. She informed that Nepal's parliament recently passed the transitional justice law, which will help complete the remaining tasks of the peace process. On that occasion, Minister Rana recalled Canada's long-standing economic aid and development support to Nepal in various sectors under different titles. Currently, Minister Rana is in Canada on a visit at the invitation of Canadian Minister Joly. She is scheduled to attend the Meeting of Women Foreign Ministers, which will be held on 19-20 September in Toronto. She had left for Canada on Monday evening.",Positive,Nepal,Nepal,2024-09-19 12:40:00
Govt decides to implement co-op probe committee report,https://myrepublica.nagariknetwork.com/news/govt-decides-to-implement-co-op-probe-committee-report/,"Published On: 
                                                    September 19, 2024 12:16 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 19: The government has decided to implement the report of the ""Parliamentary Inquiry Special Committee on Misuse of Savings of Financial Cooperatives Institutions, 2081"". The Council of Ministers held on Wednesday took a decision to enforce the report of the probe committee endorsed by the federal parliament, according to Minister for Communications and Information Technology, Prithvi Subba Gurung. ""The government has decided to send the report to the Ministry of Land Management, Cooperatives and Poverty Alleviation; Finance Ministry and Home Ministry for its enforcement,"" Gurung said. The ""Report of the Parliamentary Inquiry Special Committee on Misuse of Savings of Financial Cooperatives Institutions, 2081"" was submitted to the meeting of the House of Representatives on September 16. Chairman of the Committee, Surya Bahadur Thapa, presented the report in the House of Representatives and Speaker Devraj Ghimire directed the Parliament Secretariat to send it to the government for necessary action. Meanwhile, the cabinet meeting also decided to implement the common resolution and policy commitments of the current government. (RSS)",Neutral,,,2024-09-19 12:16:00
Home minister Ramesh Lekhak faces crucial test as parliament pushes for action on cooperative fraud report,https://myrepublica.nagariknetwork.com/news/home-minister-ramesh-lekhak-faces-crucial-test-as-parliament-pushes-for-action-on-cooperative-fraud-report/,"Published On: 
                                                    September 19, 2024 11:15 AM NPT
                                                                                                            By: Tapendra Karki","KATHMANDU, Sept 18: The report of the parliamentary special committee investigating the misuse of cooperative funds is now set to test Home Minister Ramesh Lekhak, who plays a crucial role in its implementation. Previously, as the chief whip of the Nepali Congress (NC) in opposition, Lekhak had called for the committee's formation. Now, as the home minister, he is responsible for executing the report through the Ministry of Home Affairs. Once Parliament approves the report, it becomes enforceable by law, and the Ministry of Home Affairs must ensure its implementation. Ramesh Lekhak, known for his legal acumen, holds the trust of NC members. The NC, while in government, had set a precedent by investigating former home ministers and a deputy prime minister in the fake Bhutanese refugee scam. NC leader Balkrishna Khand was arrested during the tenure of NC Vice President Purna Bahadur Khadka as deputy prime minister. NC members are now pressing to uphold this precedent. Among those recommended for action by the committee, led by MP Surya Thapa, is former Chairman of Gorkha Media Network GB Rai, who is currently absconding. Meanwhile, Managing Director Rabi Lamichhane claims to have received a 'clean chit.' Although the report explicitly calls for action against him, Lamichhane, who chairs the Rastriya Swatantra Party (RSP), has been creating public confusion with his 'clean chit' claim. If enough evidence is provided, Lamichhane could face charges of forgery, fraud, and misuse of cooperative funds, as per the committee's recommendations. On Tuesday, he reiterated that there is no evidence against him. RSP members and MPs are also downplaying the committee's findings, asserting that Lamichhane has been exonerated. Despite Lamichhane’s advocacy for good governance and anti-corruption, the committee's recommendation for action against him has placed him in a moral quandary. His insistence on receiving a 'clean chit' while confusing the public is seen as ethically questionable. GB Rai, also recommended for action, remains a fugitive, with an Interpol 'Diffusion Notice' issued against him. The committee has proposed seizing the personal assets of cooperative operators and other involved parties to compensate the victims. Political leaders have stressed that the home minister has no option but to act on the report. CPN-UML Central Committee Member Bishnu Rijal emphasized the need for swift implementation of the committee’s recommendations. ""The recommendations must be executed as stated. There should be no deviation, particularly regarding Rabi Lamichhane,"" he stated. The report suggests that if institutional assets fall short, personal assets should be used to make up for the loss. ""The movable and immovable assets of the operators, involved individuals, their family members, and others should be freezed. If necessary, immovable assets should be converted into movable assets to return the depositors' funds,"" the committee recommended. Due to the complete loss of funds invested in Gorkha Media Network, where Lamichhane was the managing director, legal provisions require the recovery of debts from the network's operators. As the committee has directed the government to prepare an inventory of assets linked to illegal cooperative activities, Lamichhane cannot distance himself from the matter. The committee's financial analysis of 40 cooperatives revealed that Rs 87 billion are at risk. NC central member Ajay Babu Siwakoti has also called for the implementation of the report. ""Ramesh Lekhak was very vocal in advocating for the committee's formation. We trust that he will present the report to the Cabinet and ensure its implementation. Any delays or attempts to obstruct the process will not be forgiven, not just by NC members, but by the public. I am confident the home minister will take immediate action,"" Siwakoti said, urging the government to take the issue seriously. On March 19, 2024, while serving as the NC’s chief whip, Lekhak called for the formation of a parliamentary committee for investigation. He warned that if the NC's demand was ignored, the party would continue to disrupt parliamentary proceedings. Consequently, the government formed the committee under MP Surya Thapa to investigate the cooperative fraud. With the same committee now having submitted its report, Lekhak is in a position to act. Advocate Radhika Khatiwada emphasized that Lekhak should take responsibility. ""The Home Ministry must act against all those implicated in cooperative fraud, not just in Lamichhane's case,"" she said, stressing that the report should be seen as a legal obligation. The committee has recommended establishing a Cooperative Authority within three months. Until then, the government should use the audit report for the fiscal year ending mi-July 2024 as a basis for regulating and supervising cooperatives with assets over NPR 500 million or those engaged in financial transactions, in line with amendments to the Cooperative Act, 2074 BS, and the Nepal Rastra Bank Act, 2058 BS. The Nepal Rastra Bank must ensure regulation and supervision under the latter act. The CPN (Maoist Center) has long advocated for the formation of the authority, and the committee appears to have addressed this demand.",Negative,Lekhak,Ramesh Lekhak,2024-09-19 11:15:00
Koshi CM Karki secures vote of confidence,https://myrepublica.nagariknetwork.com/news/koshi-cm-karki-secures-vote-of-confidence/,"Published On: 
                                                    September 18, 2024 08:21 PM NPT
                                                                                                            By: Republica","KATHMANDU, May 13: Koshi Chief Minister (CM) Hikmat Kumar Karki has received a vote of confidence from the provincial assembly on Monday. Karki received a total of 57 votes in his favor including 40 from the CPN-UML, 13 from the CPN (Maoist Center), three from CPN (Unified Socialist) and one from Janata Samajwadi Patry (JSP). There were zero votes against him. A total of 47 provincial lawmakers are required for a majority in the 93-member provincial assembly. A total of 62 provincial assembly members were present in today's meeting. Similarly, five provincial lawmakers of Rastriya Prajatantra Party (RPP) stayed neutral while opposition party-Nepali Congress boycotted the provincial assembly meeting. Karki, who was appointed as the CM as per Article 168 (5) of the Constitution, secured the vote of confidence as per Article 168 (4).",Positive,Karki,Kumar Karki,2024-09-18 20:21:00
Arrest warrant issued against Durga Prasai,https://myrepublica.nagariknetwork.com/news/arrest-warrant-issued-against-durga-prasai/,"Published On: 
                                                    September 18, 2024 06:04 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 18: The Kathmandu District Court has issued an arrest warrant against medical entrepreneur Durga Prasai and two others on charges of violating the Electronic Transactions Act. The other individuals against whom the arrest warrants have been issued are Baglung's Jeewan Pandey and Dhading's Prakash Chandra Dahal. The arrest warrants were issued based on complaints lodged with the Cyber Bureau of Nepal Police. The police, however, did not want to divulge further details on the matter.",Negative,Prasai,Durga Prasai,2024-09-18 18:04:00
Education Act will be finalized soon: Gagan Thapa,https://myrepublica.nagariknetwork.com/news/education-act-will-be-finalized-soon-gagan-thapa/,"Published On: 
                                                    September 18, 2024 05:15 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 18: Ruling Nepali Congress (NC) General Secretary Gagan Kumar Thapa has said that preparations are underway to pass the Education Act at the beginning of the upcoming parliamentary session. Speaking at a National Education Day event held in Mulpani, Kathmandu, on Wednesday, Thapa mentioned that the government's common minimum program has also proposed moving forward to pass the Education Act swiftly. He added that preparations are being made to pass the Education Act at the start of the winter session of parliament, which will begin right after Dashain and Tihar. He also shared that the government's common minimum program is set to be made public this evening. ""This evening, we will present the common minimum program of the newly formed government. We have also mentioned our preparation to pass the Education Bill soon in the program. But merely writing it is not enough. While we can draft it, the real work is inside parliament. It doesn't happen just because the government wants it,” he said, “Parliament must work together. Looking at the situation in parliament, it seemed like it might not pass for another two to two and a half years. Therefore, when I shared my views in the parliamentary committee, I made a special request to the chairperson, which I have also shared with my team."" Thapa stated that political parties involved in the committee, including NC, CPN-UML, CPN (Maoist Center), and Rastriya Prajatantra Party, should form groups along party lines and move forward with a consensus to pass the act. He suggested that if the committee was given two months to resolve any issues and reach an agreement, the Education Act could be passed soon. He pledged to finalize the Education Act within a short period.",Negative,Thapa,Gagan Kumar Thapa,2024-09-18 17:15:00
Govt’s common minimum program to be announced today,https://myrepublica.nagariknetwork.com/news/govt-s-common-minimum-program-to-be-announced-today/,"Published On: 
                                                    September 18, 2024 04:38 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 18: The government is set to announce its common minimum program (CMP) today  (Wednesday). During a National Education Day event held in Mulpani, Kathmandu, on Wednesday, Nepali Congress (NC) General Secretary Gagan Kumar Thapa, also a member of the task force drafting the CMP, stated that the document will be made public today. ""This evening, we will present the common minimum program of the government,"" he said. He also mentioned that the CMP includes plans to pass the Education Bill as soon as possible, with preparations underway to advance the bill at the start of the winter session of parliament. On September 8, the government formed a four-member task force to draft the CMP. The task force includes General Secretary Gagan Thapa and Spokesperson Prakash Sharan Mahat from the NC and Deputy General Secretaries Pradeep Gyawali and Bishnu Rimal from the CPN-UML.",Neutral,,,2024-09-18 16:38:00
End of Budget Session: Will the ‘mini parliaments’ be active?,https://myrepublica.nagariknetwork.com/news/end-of-budget-session-will-the-mini-parliaments-be-active/,"Published On: 
                                                    September 18, 2024 03:10 PM NPT
                                                                                                            By: Ishwari Subedi","KATHMANDU, Sept 18: With the Federal Parliament’s Budget Session ending one and a half months earlier than in previous years, the responsibilities of parliament now lie with the ""mini parliaments."" After the Budget Session concluded on September 16, the parliamentary committees, often referred to as the mini parliaments, are expected to become more active. On Wednesday, only the meeting of the House of Representatives’ Finance Committee and the National Assembly’s Committee on Federalism Enablement and National Concerns was scheduled. There are 14 committees in both the House of Representatives and the National Assembly, with two joint committees comprising members of both houses. Primarily, the thematic committees, designated by ministries, are now expected to hold the government accountable on contemporary issues. These committees are tasked with monitoring the implementation of laws passed by parliament, overseeing black-market activities and the sale of adulterated food, inquiring about the work of the prime minister and ministers, and increasing surveillance on the government’s activities. In addition, the committees must continue the process of drafting laws. However, past experiences show that committees often face a lack of quorum, which hinders discussions when parliament is not in session. “If the committees fail to focus on the government’s activities when parliament is not in session, irregularities in the government cannot be investigated, and bad practices may increase,” said an official from the Parliament’s Secretariat. “There are significant national festivals like Dashain, Tihar, and Chhath, during which members of parliament are likely to return to their districts and may only come back to the capital after Chhath. Considering this, the Speaker and Chairperson must direct the committees to ensure that their work continues,” he added. According to him, parliamentary committees must function effectively by September, and after Dashain, their work is expected to resume from mid-October, following Tihar and Chhath. Members of parliament are expected to balance their duties between parliament and their constituencies. However, if they only focus on their constituencies at the expense of parliamentary work, the effectiveness of parliament will be compromised. As the winter session of parliament will only convene after December, if the parliamentary committees do not monitor, discuss, and oversee government activities during this time period, staff at the Parliament Secretariat will have nothing to do but routine administrative work, he noted. Parliamentary committees are the only bodies that can summon detailed documents of government activities. These documents are often made public through the media, which makes parliamentary committees an important institution in the democratic process.",Negative,,,2024-09-18 15:10:00
RSP skips discussion on Lamichhane’s political paper amid concerns over criticisms against party’s top leadership,https://myrepublica.nagariknetwork.com/news/rsp-skips-discussion-on-lamichhane-s-political-paper-amid-concerns-over-criticisms-against-party-s-top-leadership/,"Published On: 
                                                    September 18, 2024 02:30 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 18: The Rastriya Swatantra Party (RSP) has not allocated time for representatives to express their views on the political report that will be presented by party Chairman Rabi Lamichhane. In the second and last day of the national gathering, which commenced on Tuesday, Lamichhane is scheduled to present his political report at 4:30 PM. Following that, the national gathering is scheduled to approve the political proposal, announce new campaigns, and declare the date and location of the party's general convention, all of which will extend until 6:30 PM. No time has been allocated for discussion. One delegate told Republica that this was done intentionally by Chairman Lamichhane to avoid any critical discussions on the report. “They say time for discussion was not allocated because of a lack of time, but I don’t believe that. It was done intentionally to avoid criticisms,” he said. However, RSP’s officiating Spokesperson Manish Jha said that their decision not to allocate time for discussion was not intentional but due to a shortage of time. “We are still trying to allocate time, but it's challenging as we are short on time. Yesterday, the program lasted until 8 PM,” Jha said. “The Chairman’s report was discussed in the party’s central committee meeting and reviewed after suggestions.” The assembly includes around 1,500 delegates from the central committee, various bodies, departments, provincial party structures, and district and municipal-level committees.",Negative,Lamichhane,Rabi Lamichhane,2024-09-18 14:30:00
Nepal and Canada to hold foreign minister-level meeting in Ottawa,https://myrepublica.nagariknetwork.com/news/nepal-and-canada-to-hold-foreign-minister-level-meeting-in-ottawa/,"Published On: 
                                                    September 18, 2024 11:35 AM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 18: Nepal and Canada are holding bilateral talks today. Foreign Minister Dr Arzu Rana Deuba, who is in Ottawa to attend the 'Women's Foreign Ministers Meeting' to be held in Toronto, Canada, on September 19 and 20, is scheduled to hold talks with a delegation led by Canadian Minister for Foreign Affairs Mélanie Joly. According to the Embassy of Nepal in Ottawa, Foreign Minister Rana is scheduled to attend a meeting with the office-bearers of the Canada-Nepal Parliamentary Friendship Group at the Parliamentary Hill and a reception to be hosted by the embassy on the occasion of the National Day. Minister Deuba, who arrived in Canada on Tuesday to attend the meeting at the friendly invitation of Canadian Foreign Minister Joly, was received at the Montreal International Airport by Nepal's Ambassador to Canada Bharat Raj Paudel, Nepali embassy staff as well as courtesy officials of the Canadian government.",Positive,Nepal,Nepal,2024-09-18 11:35:00
Koshi CM Karki to seek vote of confidence today,https://myrepublica.nagariknetwork.com/news/koshi-cm-karki-to-seek-vote-of-confidence-today/,"Published On: 
                                                    September 18, 2024 10:35 AM NPT
                                                                                                            By: Binod Subedi","BIRATNAGAR, May 13: Koshi Chief Minister (CM) Hikmat Kumar Karki is going to seek a vote of confidence today. Karki, who was appointed as the Chief Minister on May 9, held a Cabinet meeting on the same day and decided to recommend to the Province Chief for convening the annual session of the Provincial Assembly. On the recommendation of the government, the province chief Parshuram Khapung has called a session of the provincial assembly to be held at 11AM today. CM Karki has prepared to seek the vote of confidence from today's meeting. For which he has already submitted a notice in the Provincial Assembly Secretariat. NC is preparing to boycott the meeting where Chief Minister Karki will take the vote of confidence. While the writ petition against the Chief Minister's appointment process is pending in the Supreme Court, the Nepali Congress has said that it will boycott Chief Minister Karki citing haste in CM Karki’s move to seek the vote of confidence. Outgoing Chief Minister Kedar Karki said that a meeting of Nepali Congress office-bearers and former office-bearers in Kathmandu instructed them to boycott the trust vote process. According to Article 168 of the Constitution, the Chief Minister Kedar Karki, who was appointed on October 17, 2023, did not receive a vote of confidence after the partner party withdrew his support. Provincial Chief Khapung concluded that he was relieved of his post and called for the formation of a new government on May 8. On May 9, Hikmat Karki was appointed Chief Minister on the same day after submitting the support of 52 provincial lawmakers from UML and Maoists. On the same day, Chief Minister Karki included one leader each of UML and Maoist in the cabinet. After taking the vote of confidence, he plans to expand the cabinet.",Neutral,Karki,Kumar Karki,2024-09-18 10:35:00
RSP national gathering: Chairman Lamichhane to present political report today,https://myrepublica.nagariknetwork.com/news/rsp-national-gathering-chairman-lamichhane-to-present-political-report-today/,"Published On: 
                                                    September 18, 2024 09:35 AM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 18: The National Gathering of the Central Committee of the Rastriya Swatantra Party (RSP) will continue today as well. At the meeting that started on Tuesday at Pragya Bhawan in Kathmandu, Acting General Secretary and Head of the Organization Department, Kabindra Burlakoti, presented the organizational report, and discussions also took place. On the first day, after all provinces provided their reports, reports related to finance, discipline, and parliamentary matters were also presented. Additionally, proposals were made regarding constitutional amendments, policies and ideas, values and principles, the Candidate Club, and the Leadership Academy. Today, Chairman Rabi Lamichhane will present the political report. The gathering is also expected to announce the party’s national campaign and set the date for the first national convention. Similarly, group discussions will be held today on all the reports and proposals presented, with three hours allocated for questions and answers. In the afternoon, after the approval of all reports and proposals, the date and venue for the first national convention will be announced, concluding the gathering. The gathering has more than 1,500 representatives participating from across the country.",Neutral,Lamichhane,Rabi Lamichhane,2024-09-18 09:35:00
"What action will be taken against those guilty in the cooperative scam, and when?",https://myrepublica.nagariknetwork.com/news/what-action-will-be-taken-against-those-guilty-in-the-cooperative-scam-and-when/,"Published On: 
                                                    September 17, 2024 06:40 PM NPT
                                                                                                            By: Kamal Bista","KATHMANDU, Sept 17: A seven-member parliamentary special committee, formed to investigate the misuse of cooperative funds and chaired by CPN-UML lawmaker Surya Thapa, submitted its report to the House of Representatives on Monday. The report concluded that 40 cooperatives have embezzled a total of Rs 87 billion of their depositors’ money. The committee formed on May 28 also identified the involvement of four office bearers of Gorkha Media Network in the misappropriation of Rs 650 million received from a cooperative. Those implicated by the parliamentary committee include the chairman of the Rastriya Swatantra Party (RSP) and former Managing Director of Gorkha Media Rabi Lamichhane, along with Chairman Gitendra Babu (GB) Rai; the company’s director Chhabilal Joshi; and partner Kumar Ramtel. The committee recommended government action against the individuals. After receiving the report from Chairman Thapa, Speaker Devraj Ghimire directed the parliament secretariat to submit the report to the government for implementation. With Speaker Ghimire’s instructions to the government to implement the recommendations made by the committee, it is yet to unfold how the government will take action. Spokesperson for the HoR, Ekram Giri, informed Republica that preparation to send the letter to the government for implementation is underway. “If it wasn’t for a public holiday today, the house would have sent the letter right away,” he said, “Under the circumstances, the house will now send the letter on Wednesday.” Upon receiving the letter from the house, the Office of the Prime Minister and Council of Ministers will present it to the Cabinet for discussion and finalization. The Cabinet will then decide on directing the relevant line ministry, Giri added. According to Senior Advocate Tikaram Bhattarai, after discussion in the Cabinet, it will direct the Ministry of Home Affairs to proceed with further actions. “The Home Ministry will then instruct the police administration to conduct the investigation. The police may handle the investigation themselves or assign it to the CIB. The investigation by the police or CIB will determine what charges are necessary,” Bhattarai said, “After this, the matter will be discussed with the Attorney General’s office, and then the case will proceed to court. Only after following all the due processes can the matter proceed to court,” Bhattarai added. He mentioned that based on the nature of the incident, it appears that those recommended for disciplinary action will likely face charges related to cooperative fraud. These matters are explained under the Cooperative Act, 2074, he said. The report mentions that Gorkha Media, where Lamichhane was the MD, had obtained funds from Surya Darshan Savings and Credit Cooperative, Supreme Savings and Credit Cooperative, Sahara Chitwan Multipurpose Cooperative, Swarnalaxmi Multipurpose Cooperative, and Sano Paila Savings and Credit Cooperative. According to the report, Lamichhane has committed at least eight serious offenses including unlawfully deploying cooperative funds into the company, failing to inquire about or record the legal source of such a large amount of money, providing false information in audit reports, claiming non-existent sweat equity without any legal documentation. Similarly, the offenses include engaging in share transactions with fake transactions at the company registrar's office, leading the company into mismanagement, evading taxes through fraudulent transactions, and attempting to evade responsibility by claiming ignorance. The parliamentary committee reached this conclusion after conducting an investigation for three and a half months. Initially, the House had set a timeframe of three months, but on September 3, Chairman Thapa requested an additional 15-day extension, which the House approved.",Negative,,,2024-09-17 18:40:00
Rajendra Mahato announces formation of Rastriya Mukti Kranti Party,https://myrepublica.nagariknetwork.com/news/rajendra-mahato-announces-formation-of-rastriya-mukti-kranti-party/,"Published On: 
                                                    September 17, 2024 05:55 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 17: Rajendra Mahato on Tuesday announced the formation of the Rastriya Mukti Kranti Party after he quit the Loktantrik Samajwadi Party. He had been running a national campaign under this name since mid-February. Mahato announced the formation of the new party at a national committee meeting of the  Rastriya Mukti Kranti Party, which started in Kathmandu on Tuesday. He said that the party will be registered with the Election Commission soon. A press release issued by the newly formed party states that the party strives for a peaceful struggle and revolution from mid-November. “Realizing the need to present its agenda in front of the country and the people as an official ultimatum before starting the peaceful struggle and revolution and transition the agenda into a campaign, the national committee meeting of Rastriya Mukti Kranti Party has decided to form the new party under the leadership of  Rajendra Mahato,” reads the statement. The central committee comprises members of the campaign including Suman Sayami, Buddha Tsering Moktan, Keshav Jha, and others. Previously, Mahato was associated with the Madhesh Sadbhawana Party, Sadbhawana Party, Sadbhawana Party (Anandidevi), Rastriya Janata Party, Janata Samajwadi Party, and the Loktantrik Samajwadi Party.",Negative,Mahato,Rajendra Mahato,2024-09-17 17:55:00
Drafting of govt’s common minimum program in final stage,https://myrepublica.nagariknetwork.com/news/drafting-of-govt-s-common-minimum-program-in-final-stage/,"Published On: 
                                                    September 17, 2024 05:19 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 17: The four-member task force formed to draft the government's common minimum program (CMP) has brought the drafting process to its final stage. The task force, comprising two leaders each from the major coalition partners Nepali Congress and CPN-UML, has been working over the past few days to finalize the draft of the CMP. Task force member and Nepali Congress leader Dr Prakash Sharan Mahat stated that the task force is working on the draft and is expected to finalize it by Wednesday evening. “We are preparing the draft of the common minimum common program and aim to finalize it by Wednesday evening,” said leader Mahat. “We plan to brief the top leaders after the draft is prepared.” According to the task force members, the CMP has been prepared to align with the budget and the government’s policies and programs. The task force includes Gagan Thapa and Prakash Sharan Mahat from the Nepali Congress, and Pradeep Gyawali and Bishnu Rimal from the UML. Leader Mahat also mentioned that if the task force completes the drafting work on time, they are preparing to make it public before Prime Minister KP Sharma Oli travels to the United States to participate in the United Nations General Assembly. Prime Minister KP Sharma Oli will lead the Nepali delegation to the UN General Assembly in the United States on September 20.",Neutral,,,2024-09-17 17:19:00
Parliamentary panel recommends govt action against Rabi Lamichhane over cooperative fund misuse,https://myrepublica.nagariknetwork.com/news/parliamentary-panel-recommends-govt-action-against-rabi-lamichhane-over-cooperative-fund-misuse/,"Published On: 
                                                    September 17, 2024 04:40 PM NPT
                                                                                                            By: Tapendra Karki",No content,Negative,Lamichhane,Lamichhane,2024-09-17 16:40:00
MoHA forms study committee to resolve citizenship issues,https://myrepublica.nagariknetwork.com/news/moha-forms-study-committee-to-resolve-citizenship-issues/,"Published On: 
                                                    September 17, 2024 03:58 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 17: The Ministry of Home Affairs (MoHA) has formed a study committee to solve the citizenship problem. A five-member committee has been formed under the coordination of Tok Raj Pandey, the head of the Policy, Plan, Monitoring and Evaluation Division of the MoHA. The committee includes an Under Secretary of the Office of the Prime Minister and Council of Ministers, an Under Secretary of the Ministry of Law, a representative of the Law Division of the MoHA and an Under Secretary of the Citizenship and Department of National Id and Civil Registration. The committee has been given a deadline of October 1 to submit its report. The committee has been mandated to identify the problems faced by the citizens at present. In addition, it has been asked to analyze the existing legal system in order to solve the problem and suggest the laws, regulations and procedures that need to be improved for the solution. The committee can invite people who have problems related to citizenship and subject matter experts to discuss the issue.",Neutral,,,2024-09-17 15:58:00
Deputy Speaker Rana leaves for Russia to attend Eurasian Women’s Forum,https://myrepublica.nagariknetwork.com/news/deputy-speaker-rana-leaves-for-russia-to-attend-eurasian-women-s-forum/,"Published On: 
                                                    September 17, 2024 02:45 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 17: Deputy Speaker Indira Rana has departed for Russia to participate in the Fourth Eurasian Women's Forum. She flew to Dubai, United Arab Emirates, on Tuesday and will continue her journey to St Petersburg, Russia, where the forum will be held from September 19 to 21. Rana will travel to St Petersburg via Moscow and is scheduled to address the forum on September 19. The event is organized by the Russian Federation and the Interparliamentary Assembly of the Commonwealth of Independent States (CIS). She is expected to return to Nepal on September 21, according to her private secretariat.",Neutral,Rana,Indira Rana,2024-09-17 14:45:00
CK Raut files complaints at three agencies for alleged false news against him,https://myrepublica.nagariknetwork.com/news/ck-raut-files-complaints-at-three-agencies-for-alleged-false-news-against-him/,"Published On: 
                                                    September 17, 2024 01:45 PM NPT
                                                                                                            By: Republica","KATHMANDU, Sept 17: Dr CK Raut, chairman of the Janamat Party, has lodged complaints at the District Court, Kathmandu, the Cyber ​​Bureau of Nepal Police and Press Council Nepal alleging that false news has been broadcast against him. Dr Raut has filed complaints with three agencies of the state for publishing” misleading news” about his family and his wife Soni Sindhu Rani. A complaint has been filed at the District Court Kathmandu against the chairperson and editor of the online news of  Sheersha Khabar Pvt Ltd, Kalpana Dahal, as well as Dinesh Sharma of Fattepur, Saptari, Shyam Kumar Yadav and journalist Baidyanath Yadav. Sharad Singh, spokesperson for Janamat Party, said that Dr Raut has filed the complaint because of the publication of untrue and misleading news about his family's private affairs. Raut has stated in his complaint letter that the issues raised by the opposition and published in the media are personal matters filed in court. He has claimed that the news reports about him having an affair with another woman and being caught red-handed multiple times are false, fabricated, and damaging to his reputation. Raut has also mentioned in the complaint letter that his wife, Soni Sindhu Rani, is not in a stable mental state. He said that she had previously sought a divorce but she has not accepted it now. Raut filed for divorce from his wife, Sindhu Rani, under the title 'Partition and Divorce' in August, as reported by the court's spokesperson, Ram Sajiwan Mahato.",Negative,Raut,Raut,2024-09-17 13:45:00
RSP's national gathering kicks off in Kathmandu,https://myrepublica.nagariknetwork.com/news/rsp-s-national-gathering-kicks-off-in-kathmandu/,"Published On: 
                                                    September 17, 2024 01:10 PM NPT
                                                                                                            By: Republica",No content,Negative,,,2024-09-17 13:10:00
